nist_csf_subcategory,nist_csf_function,nist_csf_function_name,nist_csf_category,nist_csf_category_name,nist_csf_category_name_and_code,800-53_name,800-53_title,800-53_family,800-53_extended_description
PR.DS-5: Protections against data leaks are implemented,Protect (PR),Protect,"Data Security (PR.DS): Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.",Data Security,Data Security (PR.DS),PS-6,Access Agreements,Personnel Security,"['The organization:', 'PS-6a.: Develops and documents access agreements for organizational information systems;', '[Withdrawn: Incorporated into PS-3].', 'The organization ensures that access to classified information requiring special protection is granted only to individuals who:', 'PS-6 (2)(a): Have a valid access authorization that is demonstrated by assigned official government duties;', 'PS-6 (2)(b): Satisfy associated personnel security criteria; and', 'PS-6 (2)(c): Have read, understood, and signed a nondisclosure agreement.', 'The organization:', 'PS-6 (3)(a): Notifies individuals of applicable, legally binding post-employment requirements for protection of organizational information; and', 'PS-6 (3)(b): Requires individuals to sign an acknowledgment of these requirements, if applicable, as part of granting initial access to covered information.']"
PR.DS-5: Protections against data leaks are implemented,Protect (PR),Protect,"Data Security (PR.DS): Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.",Data Security,Data Security (PR.DS),SC-7,Boundary Protection,System And Communications Protection,"['The information system:', 'SC-7a.: Monitors and controls communications at the external boundary of the system and at key internal boundaries within the system;', '[Withdrawn: Incorporated into SC-7].', '[Withdrawn: Incorporated into SC-7].', 'The organization limits the number of external network connections to the information system.', 'The organization:', 'SC-7 (4)(a): Implements a managed interface for each external telecommunication service;', 'SC-7 (4)(b): Establishes a traffic flow policy for each managed interface;', 'SC-7 (4)(c): Protects the confidentiality and integrity of the information being transmitted across each interface;', 'SC-7 (4)(d): Documents each exception to the traffic flow policy with a supporting mission/business need and duration of that need; and', 'SC-7 (4)(e): Reviews exceptions to the traffic flow policy [Assignment: organization-defined frequency] and removes exceptions that are no longer supported by an explicit mission/business need.', 'The information system at managed interfaces denies network communications traffic by default and allows network communications traffic by exception (i.e., deny all, permit by exception).', '[Withdrawn: Incorporated into SC-7 (18)].', 'The information system, in conjunction with a remote device, prevents the device from simultaneously establishing non-remote connections with the system and communicating via some other connection to resources in external networks.', 'The information system routes [Assignment: organization-defined internal communications traffic] to [Assignment: organization-defined external networks] through authenticated proxy servers at managed interfaces.', 'The information system:', 'SC-7 (9)(a): Detects and denies outgoing communications traffic posing a threat to external information systems; and', 'SC-7 (9)(b): Audits the identity of internal users associated with denied communications.', 'The organization prevents the unauthorized exfiltration of information across managed interfaces.', 'The information system only allows incoming communications from [Assignment: organization-defined authorized sources] to be routed to [Assignment: organization-defined authorized destinations].', 'The organization implements [Assignment: organization-defined host-based boundary protection mechanisms] at [Assignment: organization-defined information system components].', 'The organization isolates [Assignment: organization-defined information security tools, mechanisms, and support components] from other internal information system components by implementing physically separate subnetworks with managed interfaces to other components of the system.', 'The organization protects against unauthorized physical connections at [Assignment: organization-defined managed interfaces].', 'The information system routes all networked, privileged accesses through a dedicated, managed interface for purposes of access control and auditing.', 'The information system prevents discovery of specific system components composing a managed interface.', 'The information system enforces adherence to protocol formats.', 'The information system fails securely in the event of an operational failure of a boundary protection device.', 'The information system blocks both inbound and outbound communications traffic between [Assignment: organization-defined communication clients] that are independently configured by end users and external service providers.', 'The information system provides the capability to dynamically isolate/segregate [Assignment: organization-defined information system components] from other components of the system.', 'The organization employs boundary protection mechanisms to separate [Assignment: organization-defined information system components] supporting [Assignment: organization-defined missions and/or business functions].', 'The information system implements separate network addresses (i.e., different subnets) to connect to systems in different security domains.', 'The information system disables feedback to senders on protocol format validation failure.']"
PR.DS-5: Protections against data leaks are implemented,Protect (PR),Protect,"Data Security (PR.DS): Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.",Data Security,Data Security (PR.DS),SC-8,Transmission Confidentiality And Integrity,System And Communications Protection,"['The information system protects the [Selection (one or more): confidentiality; integrity] of transmitted information.', 'The information system implements cryptographic mechanisms to [Selection (one or more): prevent unauthorized disclosure of information; detect changes to information] during transmission unless otherwise protected by [Assignment: organization-defined alternative physical safeguards].', 'The information system maintains the [Selection (one or more): confidentiality; integrity] of information during preparation for transmission and during reception.', 'The information system implements cryptographic mechanisms to protect message externals unless otherwise protected by [Assignment: organization-defined alternative physical safeguards].', 'The information system implements cryptographic mechanisms to conceal or randomize communication patterns unless otherwise protected by [Assignment: organization-defined alternative physical safeguards].']"
PR.DS-5: Protections against data leaks are implemented,Protect (PR),Protect,"Data Security (PR.DS): Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.",Data Security,Data Security (PR.DS),SC-13,Cryptographic Protection,System And Communications Protection,"['The information system implements [Assignment: organization-defined cryptographic uses and type of cryptography required for each use] in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, and standards.', '[Withdrawn: Incorporated into SC-13].', '[Withdrawn: Incorporated into SC-13].', '[Withdrawn: Incorporated into SC-13].', '[Withdrawn: Incorporated into SC-13].']"
PR.DS-5: Protections against data leaks are implemented,Protect (PR),Protect,"Data Security (PR.DS): Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.",Data Security,Data Security (PR.DS),SC-31,Covert Channel Analysis,System And Communications Protection,"['The organization:', 'SC-31a.: Performs a covert channel analysis to identify those aspects of communications within the information system that are potential avenues for covert [Selection (one or more): storage; timing] channels; and', 'The organization tests a subset of the identified covert channels to determine which channels are exploitable.', 'The organization reduces the maximum bandwidth for identified covert [Selection (one or more); storage; timing] channels to [Assignment: organization-defined values].', 'The organization measures the bandwidth of [Assignment: organization-defined subset of identified covert channels] in the operational environment of the information system.']"
PR.DS-5: Protections against data leaks are implemented,Protect (PR),Protect,"Data Security (PR.DS): Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.",Data Security,Data Security (PR.DS),SI-4,Information System Monitoring,System And Information Integrity,"['The organization:', 'SI-4a.: Monitors the information system to detect:', 'SI-4a.1.: Attacks and indicators of potential attacks in accordance with [Assignment: organization-defined monitoring objectives]; and', 'SI-4a.2.: Unauthorized local, network, and remote connections;', 'The organization connects and configures individual intrusion detection tools into an information system-wide intrusion detection system.', 'The organization employs automated tools to support near real-time analysis of events.', 'The organization employs automated tools to integrate intrusion detection tools into access control and flow control mechanisms for rapid response to attacks by enabling reconfiguration of these mechanisms in support of attack isolation and elimination.', 'The information system monitors inbound and outbound communications traffic [Assignment: organization-defined frequency] for unusual or unauthorized activities or conditions.', 'The information system alerts [Assignment: organization-defined personnel or roles] when the following indications of compromise or potential compromise occur: [Assignment: organization-defined compromise indicators].', '[Withdrawn: Incorporated into AC-6 (10)].', 'The information system notifies [Assignment: organization-defined incident response personnel (identified by name and/or by role)] of detected suspicious events and takes [Assignment: organization-defined least-disruptive actions to terminate suspicious events].', '[Withdrawn: Incorporated into SI-4].', 'The organization tests intrusion-monitoring tools [Assignment: organization-defined frequency].', 'The organization makes provisions so that [Assignment: organization-defined encrypted communications traffic] is visible to [Assignment: organization-defined information system monitoring tools].', 'The organization analyzes outbound communications traffic at the external boundary of the information system and selected [Assignment: organization-defined interior points within the system (e.g., subnetworks, subsystems)] to discover anomalies.', 'The organization employs automated mechanisms to alert security personnel of the following inappropriate or unusual activities with security implications: [Assignment: organization-defined activities that trigger alerts].', 'The organization:', 'SI-4 (13)(a): Analyzes communications traffic/event patterns for the information system;', 'SI-4 (13)(b): Develops profiles representing common traffic patterns and/or events; and', 'SI-4 (13)(c): Uses the traffic/event profiles in tuning system-monitoring devices to reduce the number of false positives and the number of false negatives.', 'The organization employs a wireless intrusion detection system to identify rogue wireless devices and to detect attack attempts and potential compromises/breaches to the information system.', 'The organization employs an intrusion detection system to monitor wireless communications traffic as the traffic passes from wireless to wireline networks.', 'The organization correlates information from monitoring tools employed throughout the information system.', 'The organization correlates information from monitoring physical, cyber, and supply chain activities to achieve integrated, organization-wide situational awareness.', 'The organization analyzes outbound communications traffic at the external boundary of the information system (i.e., system perimeter) and at [Assignment: organization-defined interior points within the system (e.g., subsystems, subnetworks)] to detect covert exfiltration of information.', 'The organization implements [Assignment: organization-defined additional monitoring] of individuals who have been identified by [Assignment: organization-defined sources] as posing an increased level of risk.', 'The organization implements [Assignment: organization-defined additional monitoring] of privileged users.', 'The organization implements [Assignment: organization-defined additional monitoring] of individuals during [Assignment: organization-defined probationary period].', 'The information system detects network services that have not been authorized or approved by [Assignment: organization-defined authorization or approval processes] and [Selection (one or more): audits; alerts [Assignment: organization-defined personnel or roles]].', 'The organization implements [Assignment: organization-defined host-based monitoring mechanisms] at [Assignment: organization-defined information system components].', 'The information system discovers, collects, distributes, and uses indicators of compromise.']"
"PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",Protect (PR),Protect,"Data Security (PR.DS): Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.",Data Security,Data Security (PR.DS),SC-16,Transmission Of Security Attributes,System And Communications Protection,"['The information system associates [Assignment: organization-defined security attributes] with information exchanged between information systems and between system components.', 'The information system validates the integrity of transmitted security attributes.']"
"PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",Protect (PR),Protect,"Data Security (PR.DS): Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.",Data Security,Data Security (PR.DS),SI-7,"Software, Firmware, And Information Integrity",System And Information Integrity,"['The organization employs integrity verification tools to detect unauthorized changes to [Assignment: organization-defined software, firmware, and information].', 'The information system performs an integrity check of [Assignment: organization-defined software, firmware, and information] [Selection (one or more): at startup; at [Assignment: organization-defined transitional states or security-relevant events]; [Assignment: organization-defined frequency]].', 'The organization employs automated tools that provide notification to [Assignment: organization-defined personnel or roles] upon discovering discrepancies during integrity verification.', 'The organization employs centrally managed integrity verification tools.', '[Withdrawn: Incorporated into SA-12].', 'The information system automatically [Selection (one or more): shuts the information system down; restarts the information system; implements [Assignment: organization-defined security safeguards]] when integrity violations are discovered.', 'The information system implements cryptographic mechanisms to detect unauthorized changes to software, firmware, and information.', 'The organization incorporates the detection of unauthorized [Assignment: organization-defined security-relevant changes to the information system] into the organizational incident response capability.', 'The information system, upon detection of a potential integrity violation, provides the capability to audit the event and initiates the following actions: [Selection (one or more): generates an audit record; alerts current user; alerts [Assignment: organization-defined personnel or roles]; [Assignment: organization-defined other actions]].', 'The information system verifies the integrity of the boot process of [Assignment: organization-defined devices].', 'The information system implements [Assignment: organization-defined security safeguards] to protect the integrity of boot firmware in [Assignment: organization-defined devices].', 'The organization requires that [Assignment: organization-defined user-installed software] execute in a confined physical or virtual machine environment with limited privileges.', 'The organization requires that the integrity of [Assignment: organization-defined user-installed software] be verified prior to execution.', 'The organization allows execution of binary or machine-executable code obtained from sources with limited or no warranty and without the provision of source code only in confined physical or virtual machine environments and with the explicit approval of [Assignment: organization-defined personnel or roles].', 'The organization:', 'SI-7 (14)(a): Prohibits the use of binary or machine-executable code from sources with limited or no warranty and without the provision of source code; and', 'SI-7 (14)(b): Provides exceptions to the source code requirement only for compelling mission/operational requirements and with the approval of the authorizing official.', 'The information system implements cryptographic mechanisms to authenticate [Assignment: organization-defined software or firmware components] prior to installation.', 'The organization does not allow processes to execute without supervision for more than [Assignment: organization-defined time period].']"
PR.DS-7: The development and testing environment(s) are separate from the production environment,Protect (PR),Protect,"Data Security (PR.DS): Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.",Data Security,Data Security (PR.DS),CM-2,Baseline Configuration,Configuration Management,"['The organization develops, documents, and maintains under configuration control, a current baseline configuration of the information system.', 'The organization reviews and updates the baseline configuration of the information system:', 'CM-2 (1)(a): [Assignment: organization-defined frequency];', 'CM-2 (1)(b): When required due to [Assignment organization-defined circumstances]; and', 'CM-2 (1)(c): As an integral part of information system component installations and upgrades.', 'The organization employs automated mechanisms to maintain an up-to-date, complete, accurate, and readily available baseline configuration of the information system.', 'The organization retains [Assignment: organization-defined previous versions of baseline configurations of the information system] to support rollback.', '[Withdrawn: Incorporated into CM-7].', '[Withdrawn: Incorporated into CM-7].', 'The organization maintains a baseline configuration for information system development and test environments that is managed separately from the operational baseline configuration.', 'The organization:', 'CM-2 (7)(a): Issues [Assignment: organization-defined information systems, system components, or devices] with [Assignment: organization-defined configurations] to individuals traveling to locations that the organization deems to be of significant risk; and', 'CM-2 (7)(b): Applies [Assignment: organization-defined security safeguards] to the devices when the individuals return.']"
PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained,Protect (PR),Protect,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,Information Protection Processes and Procedures (PR.IP),CM-2,Baseline Configuration,Configuration Management,"['The organization develops, documents, and maintains under configuration control, a current baseline configuration of the information system.', 'The organization reviews and updates the baseline configuration of the information system:', 'CM-2 (1)(a): [Assignment: organization-defined frequency];', 'CM-2 (1)(b): When required due to [Assignment organization-defined circumstances]; and', 'CM-2 (1)(c): As an integral part of information system component installations and upgrades.', 'The organization employs automated mechanisms to maintain an up-to-date, complete, accurate, and readily available baseline configuration of the information system.', 'The organization retains [Assignment: organization-defined previous versions of baseline configurations of the information system] to support rollback.', '[Withdrawn: Incorporated into CM-7].', '[Withdrawn: Incorporated into CM-7].', 'The organization maintains a baseline configuration for information system development and test environments that is managed separately from the operational baseline configuration.', 'The organization:', 'CM-2 (7)(a): Issues [Assignment: organization-defined information systems, system components, or devices] with [Assignment: organization-defined configurations] to individuals traveling to locations that the organization deems to be of significant risk; and', 'CM-2 (7)(b): Applies [Assignment: organization-defined security safeguards] to the devices when the individuals return.']"
PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained,Protect (PR),Protect,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,Information Protection Processes and Procedures (PR.IP),CM-3,Configuration Change Control,Configuration Management,"['The organization:', 'CM-3a.: Determines the types of changes to the information system that are configuration-controlled;', 'The organization employs automated mechanisms to:', 'CM-3 (1)(a): Document proposed changes to the information system;', 'CM-3 (1)(b): Notify [Assignment: organized-defined approval authorities] of proposed changes to the information system and request change approval;', 'CM-3 (1)(c): Highlight proposed changes to the information system that have not been approved or disapproved by [Assignment: organization-defined time period];', 'CM-3 (1)(d): Prohibit changes to the information system until designated approvals are received;', 'CM-3 (1)(e): Document all changes to the information system; and', 'CM-3 (1)(f): Notify [Assignment: organization-defined personnel] when approved changes to the information system are completed.', 'The organization tests, validates, and documents changes to the information system before implementing the changes on the operational system.', 'The organization employs automated mechanisms to implement changes to the current information system baseline and deploys the updated baseline across the installed base.', 'The organization requires an information security representative to be a member of the [Assignment: organization-defined configuration change control element].', 'The information system implements [Assignment: organization-defined security responses] automatically if baseline configurations are changed in an unauthorized manner.', 'The organization ensures that cryptographic mechanisms used to provide [Assignment: organization-defined security safeguards] are under configuration management.']"
PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained,Protect (PR),Protect,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,Information Protection Processes and Procedures (PR.IP),CM-4,Security Impact Analysis,Configuration Management,"['The organization analyzes changes to the information system to determine potential security impacts prior to change implementation.', 'The organization analyzes changes to the information system in a separate test environment before implementation in an operational environment, looking for security impacts due to flaws, weaknesses, incompatibility, or intentional malice.', 'The organization, after the information system is changed, checks the security functions to verify that the functions are implemented correctly, operating as intended, and producing the desired outcome with regard to meeting the security requirements for the system.']"
PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained,Protect (PR),Protect,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,Information Protection Processes and Procedures (PR.IP),CM-5,Access Restrictions For Change,Configuration Management,"['The organization defines, documents, approves, and enforces physical and logical access restrictions associated with changes to the information system.', 'The information system enforces access restrictions and supports auditing of the enforcement actions.', 'The organization reviews information system changes [Assignment: organization-defined frequency] and [Assignment: organization-defined circumstances] to determine whether unauthorized changes have occurred.', 'The information system prevents the installation of [Assignment: organization-defined software and firmware components] without verification that the component has been digitally signed using a certificate that is recognized and approved by the organization.', 'The organization enforces dual authorization for implementing changes to [Assignment: organization-defined information system components and system-level information].', 'The organization:', 'CM-5 (5)(a): Limits privileges to change information system components and system-related information within a production or operational environment; and', 'CM-5 (5)(b): Reviews and reevaluates privileges [Assignment: organization-defined frequency].', 'The organization limits privileges to change software resident within software libraries.', '[Withdrawn: Incorporated into SI-7].']"
PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained,Protect (PR),Protect,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,Information Protection Processes and Procedures (PR.IP),CM-6,Configuration Settings,Configuration Management,"['The organization:', 'CM-6a.: Establishes and documents configuration settings for information technology products employed within the information system using [Assignment: organization-defined security configuration checklists] that reflect the most restrictive mode consistent with operational requirements;', 'The organization employs automated mechanisms to centrally manage, apply, and verify configuration settings for [Assignment: organization-defined information system components].', 'The organization employs [Assignment: organization-defined security safeguards] to respond to unauthorized changes to [Assignment: organization-defined configuration settings].', '[Withdrawn: Incorporated into SI-7].', '[Withdrawn: Incorporated into CM-4].']"
PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained,Protect (PR),Protect,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,Information Protection Processes and Procedures (PR.IP),CM-7,Least Functionality,Configuration Management,"['The organization:', 'CM-7a.: Configures the information system to provide only essential capabilities; and', 'The organization:', 'CM-7 (1)(a): Reviews the information system [Assignment: organization-defined frequency] to identify unnecessary and/or nonsecure functions, ports, protocols, and services; and', 'CM-7 (1)(b): Disables [Assignment: organization-defined functions, ports, protocols, and services within the information system deemed to be unnecessary and/or nonsecure].', 'The information system prevents program execution in accordance with [Selection (one or more): [Assignment: organization-defined policies regarding software program usage and restrictions]; rules authorizing the terms and conditions of software program usage].', 'The organization ensures compliance with [Assignment: organization-defined registration requirements for functions, ports, protocols, and services].', 'The organization:', 'CM-7 (4)(a): Identifies [Assignment: organization-defined software programs not authorized to execute on the information system];', 'CM-7 (4)(b): Employs an allow-all, deny-by-exception policy to prohibit the execution of unauthorized software programs on the information system; and', 'CM-7 (4)(c): Reviews and updates the list of unauthorized software programs [Assignment: organization-defined frequency].', 'The organization:', 'CM-7 (5)(a): Identifies [Assignment: organization-defined software programs authorized to execute on the information system];', 'CM-7 (5)(b): Employs a deny-all, permit-by-exception policy to allow the execution of authorized software programs on the information system; and', 'CM-7 (5)(c): Reviews and updates the list of authorized software programs [Assignment: organization-defined frequency].']"
PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained,Protect (PR),Protect,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,Information Protection Processes and Procedures (PR.IP),CM-9,Configuration Management Plan,Configuration Management,"['The organization develops, documents, and implements a configuration management plan for the information system that:', 'CM-9a.: Addresses roles, responsibilities, and configuration management processes and procedures;', 'The organization assigns responsibility for developing the configuration management process to organizational personnel that are not directly involved in information system development.']"
PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained,Protect (PR),Protect,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,Information Protection Processes and Procedures (PR.IP),SA-10,Developer Configuration Management,System And Services Acquisition,"['The organization requires the developer of the information system, system component, or information system service to:', 'SA-10a.: Perform configuration management during system, component, or service [Selection (one or more): design; development; implementation; operation];', 'The organization requires the developer of the information system, system component, or information system service to enable integrity verification of software and firmware components.', 'The organization provides an alternate configuration management process using organizational personnel in the absence of a dedicated developer configuration management team.', 'The organization requires the developer of the information system, system component, or information system service to enable integrity verification of hardware components.', 'The organization requires the developer of the information system, system component, or information system service to employ tools for comparing newly generated versions of security-relevant hardware descriptions and software/firmware source and object code with previous versions.', 'The organization requires the developer of the information system, system component, or information system service to maintain the integrity of the mapping between the  master build data (hardware drawings and software/firmware code) describing the current version of security-relevant hardware, software, and firmware and the on-site master copy of the data for the current version.', 'The organization requires the developer of the information system, system component, or information system service to execute procedures for ensuring that security-relevant hardware, software, and firmware updates distributed to the organization are exactly as specified by the master copies.']"
PR.IP-2: A System Development Life Cycle to manage systems is implemented,Protect (PR),Protect,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,Information Protection Processes and Procedures (PR.IP),PL-8,Information Security Architecture,Planning,"['The organization:', 'PL-8a.: Develops an information security architecture for the information system that:', 'PL-8a.1.: Describes the overall philosophy, requirements, and approach to be taken with regard to protecting the confidentiality, integrity, and availability of organizational information;', 'PL-8a.2.: Describes how the information security architecture is integrated into and supports the enterprise architecture; and', 'PL-8a.3.: Describes any information security assumptions about, and dependencies on, external services;', 'The organization designs its security architecture using a defense-in-depth approach that:', 'PL-8 (1)(a): Allocates [Assignment: organization-defined security safeguards] to [Assignment: organization-defined locations and architectural layers]; and', 'PL-8 (1)(b): Ensures that the allocated security safeguards operate in a coordinated and mutually reinforcing manner.', 'The organization requires that [Assignment: organization-defined security safeguards] allocated to [Assignment: organization-defined locations and architectural layers] are obtained from different suppliers.']"
PR.IP-2: A System Development Life Cycle to manage systems is implemented,Protect (PR),Protect,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,Information Protection Processes and Procedures (PR.IP),SA-3,System Development Life Cycle,System And Services Acquisition,"['The organization:', 'SA-3a.: Manages the information system using [Assignment: organization-defined system development life cycle] that incorporates information security considerations;']"
PR.IP-2: A System Development Life Cycle to manage systems is implemented,Protect (PR),Protect,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,Information Protection Processes and Procedures (PR.IP),SA-4,Acquisition Process,System And Services Acquisition,"['The organization includes the following requirements, descriptions, and criteria, explicitly or by reference, in the acquisition contract for the information system, system component, or information system service in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, standards, guidelines, and organizational mission/business needs:', 'SA-4a.: Security functional requirements;', 'The organization requires the developer of the information system, system component, or information system service to provide a description of the functional properties of the security controls to be employed.', 'The organization requires the developer of the information system, system component, or information system service to provide design and implementation information for the security controls to be employed that includes: [Selection (one or more): security-relevant external system interfaces; high-level design; low-level design; source code or hardware schematics; [Assignment: organization-defined design/implementation information]] at [Assignment: organization-defined level of detail].', 'The organization requires the developer of the information system, system component, or information system service to demonstrate the use of a system development life cycle that includes [Assignment: organization-defined state-of-the-practice system/security engineering methods, software development methods, testing/evaluation/validation techniques, and quality control processes].', '[Withdrawn: Incorporated into CM-8 (9)].', 'The organization requires the developer of the information system, system component, or information system service to:', 'SA-4 (5)(a): Deliver the system, component, or service with [Assignment: organization-defined security configurations] implemented; and', 'SA-4 (5)(b): Use the configurations as the default for any subsequent system, component, or service reinstallation or upgrade.', 'The organization:', 'SA-4 (6)(a): Employs only government off-the-shelf (GOTS) or commercial off-the-shelf (COTS) information assurance (IA) and IA-enabled information technology products that compose an NSA-approved solution to protect classified information when the networks used to transmit the information are at a lower classification level than the information being transmitted; and', 'SA-4 (6)(b): Ensures that these products have been evaluated and/or validated by NSA or in accordance with NSA-approved procedures.', 'The organization:', 'SA-4 (7)(a): Limits the use of commercially provided information assurance (IA) and IA-enabled information technology products to those products that have been successfully evaluated against a National Information Assurance partnership (NIAP)-approved Protection Profile for a specific technology type, if such a profile exists; and', 'SA-4 (7)(b): Requires, if no NIAP-approved Protection Profile exists for a specific technology type but a commercially provided information technology product relies on cryptographic functionality to enforce its security policy, that the cryptographic module is FIPS-validated.', 'The organization requires the developer of the information system, system component, or information system service to produce a plan for the continuous monitoring of security control effectiveness that contains [Assignment: organization-defined level of detail].', 'The organization requires the developer of the information system, system component, or information system service to identify early in the system development life cycle, the functions, ports, protocols, and services intended for organizational use.', 'The organization employs only information technology products on the FIPS 201-approved products list for Personal Identity Verification (PIV) capability implemented within organizational information systems.']"
PR.IP-2: A System Development Life Cycle to manage systems is implemented,Protect (PR),Protect,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,Information Protection Processes and Procedures (PR.IP),SA-8,Security Engineering Principles,System And Services Acquisition,"['The organization applies information system security engineering principles in the specification, design, development, implementation, and modification of the information system.']"
PR.IP-2: A System Development Life Cycle to manage systems is implemented,Protect (PR),Protect,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,Information Protection Processes and Procedures (PR.IP),SA-10,Developer Configuration Management,System And Services Acquisition,"['The organization requires the developer of the information system, system component, or information system service to:', 'SA-10a.: Perform configuration management during system, component, or service [Selection (one or more): design; development; implementation; operation];', 'The organization requires the developer of the information system, system component, or information system service to enable integrity verification of software and firmware components.', 'The organization provides an alternate configuration management process using organizational personnel in the absence of a dedicated developer configuration management team.', 'The organization requires the developer of the information system, system component, or information system service to enable integrity verification of hardware components.', 'The organization requires the developer of the information system, system component, or information system service to employ tools for comparing newly generated versions of security-relevant hardware descriptions and software/firmware source and object code with previous versions.', 'The organization requires the developer of the information system, system component, or information system service to maintain the integrity of the mapping between the  master build data (hardware drawings and software/firmware code) describing the current version of security-relevant hardware, software, and firmware and the on-site master copy of the data for the current version.', 'The organization requires the developer of the information system, system component, or information system service to execute procedures for ensuring that security-relevant hardware, software, and firmware updates distributed to the organization are exactly as specified by the master copies.']"
